uniqueid,guess_number,word,guess,condition,trial,time_elapsed,init_entropy,post_entropy,init_w_remaining,post_w_remaining,expected_ent_reduction,random_ent_reduction,max_ent_reduction,min_ent_reduction,quantile_ent_reduction,quantile_ent_reduction_h,quantile_ent_reduction_l,true_ent_reduction,eff_samples
debug0Gdyl:debugZJHNc,2,early,reals,TIME,3,64.583,2.5251908605145856,0.04628958274441637,34,5,1.0716984461456154,1.2500601884233022,2.496569883889818,0.0,0.4118,0.412,0.4116,2.478901277770169,2
debug0Gdyl:debugZJHNc,3,early,bread,TIME,3,116.149,0.04628958274441637,0.04447471047398952,5,4,0.0018204983702625106,0.018490642209236643,0.04628958274441637,0.0,0.3692,0.4824,0.256,0.0018148722704268497,1
debug0Gdyl:debugZJHNc,4,early,bails,TIME,3,35.749,0.04447471047398952,0.04447471047398952,4,4,0.0,0.017458303026236324,0.04447471047398952,0.0,0.2269092363054778,0.4538184726109556,0.0,0.0,3
debug0Gdyl:debugZJHNc,5,early,haste,TIME,3,80.366,0.04447471047398952,0.0,4,1,0.041816490650697966,0.017519089661907215,0.04447471047398952,0.0,0.8106757297081169,0.9072371051579369,0.7141143542582967,0.04447471047398952,10
debug0Gdyl:debugZJHNc,6,early,early,TIME,3,47.033,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0Gdyl:debugZJHNc,1,draft,white,TIME,4,6.431,9.538495049095683,4.961948145051402,12972,607,4.5705239978573955,3.7626973633806804,5.035021605958299,1.0475341466650914,0.941,0.9412,0.9408,4.576546904044282,19
debug0Gdyl:debugZJHNc,2,draft,rules,TIME,4,17.617,4.961948145051402,3.131568383708877,607,69,3.392561336882918,2.6547478635106754,4.160310275167168,0.0,0.8602,0.8604,0.86,1.8303797613425248,6
debug0Gdyl:debugZJHNc,3,draft,pears,TIME,4,21.383000000000003,3.131568383708877,1.9623551904867962,69,16,1.5972060027325525,1.6622302189745213,3.0078144684074237,0.0,0.4218312674930028,0.42223110755697724,0.4214314274290284,1.1692131932220806,2
debug0Gdyl:debugZJHNc,4,draft,goods,TIME,4,32.766,1.9623551904867962,0.004668346206348422,16,2,1.3301705669028896,0.7799364023464723,1.8904455355505523,0.0,0.8121999999999999,0.8136,0.8108,1.9576868442804478,5
debug0Gdyl:debugZJHNc,5,draft,tread,TIME,4,31.699,0.004668346206348422,0.004668346206348422,2,2,0.0,0.0014285139391426172,0.004668346206348422,0.0,0.347,0.694,0.0,0.0,2
debug0Gdyl:debugZJHNc,6,draft,dream,TIME,4,73.45,0.004668346206348422,0.004668346206348422,2,2,0.0,0.0014546566778981683,0.004668346206348422,0.0,0.3442,0.6884,0.0,0.0,2
debug0Gdyl:debugZJHNc,7,draft,draft,TIME,4,19.166,0.004668346206348422,0.0,2,1,0.004668346206348422,0.0014621260318283258,0.004668346206348422,0.0,0.8433999999999999,1.0,0.6868,0.004668346206348422,20
debug0Gdyl:debugZJHNc,1,sugar,sight,TIME,5,6.763,9.538495049095683,0.8223294226458244,12972,16,4.40560824806399,3.954595813168538,5.341728323379384,1.5535417998962335,0.7814,0.7816,0.7812,8.71616562644986,4
debug0Gdyl:debugZJHNc,2,sugar,steal,TIME,5,25.967,0.8223294226458244,0.10242570217671235,16,3,0.6566856161623078,0.5508147907359922,0.816475931384093,0.0,0.6194000000000001,0.62,0.6188,0.7199037204691121,4
debug0Gdyl:debugZJHNc,3,sugar,ruder,TIME,5,72.482,0.10242570217671235,0.0,3,1,0.10242570217671237,0.0679637625781069,0.10242570217671237,0.0,0.8670531787285086,1.0,0.7341063574570172,0.10242570217671235,11
debug0Gdyl:debugZJHNc,4,sugar,sugar,TIME,5,9.9,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0PKHY:debugwodVI,1,acorn,alien,TIME,0,10.071,9.538495049095683,3.1331735215638328,12972,23,4.585183000141234,3.8654421490692865,5.018820965766278,1.4240053732875335,0.9546181527389045,0.9548180727708916,0.9544182327069173,6.40532152753185,14
debug0PKHY:debugwodVI,2,acorn,acorn,TIME,0,28.206999999999997,3.1331735215638328,0.0,23,1,2.334832848084303,1.454551596829394,2.9508551860879066,0.0,0.9022,0.9024,0.902,3.1331735215638328,9
debug0PKHY:debugwodVI,1,hairy,alien,TIME,1,6.66,9.538495049095683,3.559965227450723,12972,96,4.743596270896487,3.834439306286619,4.885080909502647,1.3269105659770193,0.9902,0.9904,0.99,5.97852982164496,121
debug0PKHY:debugwodVI,2,hairy,crime,TIME,1,15.96,3.559965227450723,2.411664644171232,96,19,1.5032286484017083,1.732491325957504,3.1303407267721433,0.0,0.35760000000000003,0.358,0.3572,1.1483005832794912,3
debug0PKHY:debugwodVI,3,hairy,laird,TIME,1,49.856,2.411664644171232,1.9468428235327626,19,11,0.8515451226226549,0.8867826418333814,2.274368489210873,0.0,0.35760000000000003,0.3584,0.3568,0.46482182063846933,2
debug0PKHY:debugwodVI,4,hairy,hairy,TIME,1,15.28,1.9468428235327626,0.0,11,1,1.6186097518521487,0.7728079093947486,1.9364793032103949,0.0,0.8942,0.8976,0.8908,1.9468428235327626,20
debug0PKHY:debugwodVI,1,grind,alien,TIME,2,6.428999999999999,9.538495049095683,3.658574032709296,12972,92,4.6004755639638235,3.887992830231822,5.163747608410462,1.5453861219050247,0.9238,0.924,0.9236,5.879921016386387,12
debug0PKHY:debugwodVI,2,grind,bring,TIME,2,19.055,3.658574032709296,0.5904298956579348,92,2,1.921555580966549,1.7669342684317366,3.3569078439925906,0.0,0.557576969212315,0.5577768892443022,0.5573770491803278,3.068144137051361,2
debug0PKHY:debugwodVI,3,grind,grind,TIME,2,20.272000000000002,0.5904298956579348,0.0,2,1,0.5904298956579348,0.33546616622548,0.5904298956579348,0.0,0.7159136345461816,1.0,0.4318272690923631,0.5904298956579348,8
debug0PKHY:debugwodVI,1,smile,alien,TIME,3,7.605,9.538495049095683,0.8557148703284206,12972,29,4.566743038809523,3.7553019495287816,4.90490389753871,1.2484465691191244,0.973,0.9732,0.9728,8.682780178767263,30
debug0PKHY:debugwodVI,2,smile,while,TIME,3,23.824,0.8557148703284206,1.4116184522788826,29,12,0.7421393684292777,0.35487471710290075,0.8349471180088783,0.0,0.9508,0.9512,0.9504,-0.555903581950462,24
debug0PKHY:debugwodVI,3,smile,smile,TIME,3,38.824,1.4116184522788826,0.0,12,1,0.9607005579923226,0.6820987732680502,1.39771605853392,0.0,0.6546000000000001,0.6584,0.6508,1.4116184522788826,4
debug0PKHY:debugwodVI,1,sugar,alien,TIME,4,6.227,9.538495049095683,6.314452485358817,12972,1318,4.546139787586067,3.8585596411130143,5.129135911703165,1.4493419088642674,0.9381999999999999,0.9384,0.938,3.224042563736866,13
debug0PKHY:debugwodVI,2,sugar,sharp,TIME,4,19.111,6.314452485358817,1.5482487934946372,1318,29,4.226804750391893,2.7435321590375557,4.687226085834373,0.0,0.9762,0.9764,0.976,4.76620369186418,35
debug0PKHY:debugwodVI,3,sugar,start,TIME,4,19.608,1.5482487934946372,0.38431730678702714,29,20,1.0490903505375628,0.7247464965287227,1.4920539789086176,0.0,0.6786,0.6788,0.6784,1.16393148670761,4
debug0PKHY:debugwodVI,4,sugar,sonar,TIME,4,62.88,0.38431730678702714,0.006920245162406522,20,2,0.3464637199594542,0.2070773123495756,0.36927663182766823,0.0,0.960015993602559,0.9608156737305078,0.9592163134746101,0.3773970616246206,34
debug0PKHY:debugwodVI,5,sugar,sugar,TIME,4,24.048000000000002,0.006920245162406522,0.0,2,1,0.0069202451624065225,0.0029535606353151044,0.0069202451624065225,0.0,0.7866000000000001,1.0,0.5732,0.006920245162406522,28
debug0PKHY:debugwodVI,1,early,alien,TIME,5,5.445,9.538495049095683,4.41849933618447,12972,170,4.717777140361103,3.9623321796121527,5.14349357810724,1.4565033511520389,0.9534,0.9536,0.9532,5.119995712911213,15
debug0PKHY:debugwodVI,2,early,learn,TIME,5,20.144000000000002,4.41849933618447,0.12688132785947626,170,8,2.8503740749591087,2.0781384896013724,3.55362523028517,0.0,0.8977999999999999,0.898,0.8976,4.291618008324994,11
debug0PKHY:debugwodVI,3,early,rally,TIME,5,92.648,0.12688132785947626,0.0,8,1,0.10517183442272768,0.05416372438607114,0.12603059863915683,0.0,0.8642,0.8792,0.8492,0.12688132785947626,11
debug0PKHY:debugwodVI,4,early,early,TIME,5,28.888,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0mas4:debugaJRmA,1,adult,arise,TIME,0,13.311,9.538495049095683,1.9727220718794711,12972,123,4.659055867265305,3.7819843293049185,4.936775570548571,1.4796065307358293,0.9766,0.9768,0.9764,7.565772977216212,33
debug0mas4:debugaJRmA,2,adult,today,TIME,0,16.265,1.9727220718794711,0.26794267877229744,123,2,1.5933797100541156,1.118026229956382,1.9005008456558887,0.0,0.8582,0.8584,0.858,1.7047793931071737,7
debug0mas4:debugaJRmA,3,adult,adult,TIME,0,10.191,0.26794267877229744,0.0,2,1,0.26794267877229744,0.14415316117949603,0.26794267877229744,0.0,0.7310000000000001,1.0,0.462,0.26794267877229744,35
debug0mas4:debugaJRmA,1,snore,arise,TIME,1,5.441,9.538495049095683,1.456542117776922,12972,24,4.7848903356275265,3.7945843305884455,4.997415850629168,1.3359332816597291,0.9898,0.99,0.9896,8.081952931318762,99
debug0mas4:debugaJRmA,2,snore,siren,TIME,1,21.079,1.456542117776922,0.0,24,1,0.5230814502740452,0.6339122283981106,1.403443939076761,0.0,0.4108713029576339,0.4108713029576339,0.4108713029576339,1.456542117776922,2
debug0mas4:debugaJRmA,3,snore,sneer,TIME,1,26.165,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0mas4:debugaJRmA,4,snore,snore,TIME,1,16.727999999999998,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0mas4:debugaJRmA,1,smile,arise,TIME,2,5.291,9.538495049095683,3.0137295240496234,12972,32,4.898318460440882,3.83189239764254,5.04658437163497,1.447269348959726,0.9965999999999999,0.9968,0.9964,6.52476552504606,94
debug0mas4:debugaJRmA,2,smile,today,TIME,2,14.369000000000002,3.0137295240496234,3.0578157985571215,32,20,1.5064919365895584,1.179243247451319,2.536538372767631,0.0,0.7220000000000001,0.7256,0.7184,-0.044086274507498135,3
debug0mas4:debugaJRmA,3,smile,shire,TIME,2,22.968000000000004,3.0578157985571215,2.851024469365018,20,17,0.5438505011179713,1.0174161097424577,2.60183560475846,0.0,0.257,0.2636,0.2504,0.2067913291921033,5
debug0mas4:debugaJRmA,4,smile,spire,TIME,2,16.831,2.851024469365018,1.8802789585869644,17,10,1.1148059825198964,0.947505681112764,2.6307962512312586,0.0,0.6123550579768093,0.6205517792882846,0.6041583366653339,0.9707455107780538,2
debug0mas4:debugaJRmA,5,smile,slice,TIME,2,11.600999999999999,1.8802789585869644,0.010545824484780801,10,2,1.5498050967911345,0.6847051132145517,1.8605362593910968,0.0,0.9381999999999999,0.9436,0.9328,1.8697331341021837,19
debug0mas4:debugaJRmA,6,smile,smile,TIME,2,17.058,0.010545824484780801,0.0,2,1,0.0105458244847808,0.0021682215140709318,0.0105458244847808,0.0,0.8972,1.0,0.7944,0.010545824484780801,104
debug0mas4:debugaJRmA,1,early,arise,TIME,3,8.078,9.538495049095683,4.395925798547512,12972,224,4.8793533036989345,3.7903430208933138,5.095044735559327,1.5070319768669136,0.9962,0.9964,0.996,5.1425692505481715,53
debug0mas4:debugaJRmA,2,early,earns,TIME,3,17.688,4.395925798547512,0.9853092818259754,224,3,2.106999551147008,1.9412655633888711,3.583189719555926,0.0,0.5769692123150739,0.5769692123150739,0.5769692123150739,3.4106165167215363,2
debug0mas4:debugaJRmA,3,early,earth,TIME,3,14.697000000000001,0.9853092818259754,0.04626220739728379,3,2,0.9565284775871704,0.6094211706576184,0.9853092818259754,0.0,0.48019999999999996,0.5848,0.3756,0.9390470744286916,5
debug0mas4:debugaJRmA,4,early,earls,TIME,3,23.039,0.04626220739728379,0.0,2,1,0.04626220739728379,0.02583281661064327,0.04626220739728379,0.0,0.7208,1.0,0.4416,0.04626220739728379,38
debug0mas4:debugaJRmA,5,early,early,TIME,3,16.058,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug0mas4:debugaJRmA,1,acorn,arise,TIME,4,5.377000000000001,9.538495049095683,2.675528273750124,12972,46,4.9700946157648795,3.891039344595812,5.126178726961136,1.1873075956354446,0.9982,0.9984,0.998,6.862966775345559,72
debug0mas4:debugaJRmA,2,acorn,allow,TIME,4,13.793,2.675528273750124,2.8988442967816646,46,12,2.07016844890384,1.4135031257030366,2.5244663018708677,0.0,0.9186,0.9188,0.9184,-0.22331602303154074,11
debug0mas4:debugaJRmA,3,acorn,adore,TIME,4,45.935,2.8988442967816646,1.6101179030876078,12,5,1.917248980866683,1.2420651047518079,2.5561572442146274,0.0,0.8836465413834467,0.884046381447421,0.8832467013194722,1.2887263936940567,9
debug0mas4:debugaJRmA,4,acorn,acorn,TIME,4,12.137,1.6101179030876078,0.0,5,1,0.9853032174975461,0.786683754656395,1.5992401068254722,0.0,0.6035585765693723,0.6865253898440624,0.5205917632946822,1.6101179030876078,3
debug0mas4:debugaJRmA,1,glare,arise,TIME,5,6.08,9.538495049095683,1.5088967608373463,12972,75,4.631299105787004,3.756735795416655,5.0212833682075555,1.1703789876574295,0.9653999999999999,0.9656,0.9652,8.029598288258336,28
debug0mas4:debugaJRmA,2,glare,today,TIME,5,16.8,1.5088967608373463,1.3353214211350939,75,51,0.1819494929101714,0.7336515821845243,1.409994135145416,0.0,0.22371051579368254,0.22391043582566975,0.22351059576169532,0.17357533970225236,5
debug0mas4:debugaJRmA,3,glare,panda,TIME,5,11.79,1.3353214211350939,1.7688488857244398,51,14,1.1058495769250913,0.6592926912679874,1.2989262629732858,0.0,0.7478017585931256,0.7482014388489209,0.7474020783373302,-0.4335274645893459,5
debug0mas4:debugaJRmA,4,glare,chalk,TIME,5,27.002,1.7688488857244398,1.095851572299067,14,4,0.6487621011033399,0.4500789447441237,1.6542982491013178,0.0,0.7624950019992003,0.7644942023190724,0.7604958016793283,0.6729973134253728,3
debug0mas4:debugaJRmA,5,glare,leary,TIME,5,37.745,1.095851572299067,1.0672186279252092,4,3,0.03218437371935142,0.2003008110292198,1.095851572299067,0.0,0.6361455417832867,0.7113154738104758,0.5609756097560976,0.02863294437385777,2
debug0mas4:debugaJRmA,6,glare,share,TIME,5,14.91,1.0672186279252092,1.0672186279252092,3,3,0.0,0.19720662376620007,1.0672186279252092,0.0,0.3524590163934426,0.7049180327868853,0.0,0.0,2
debug0mas4:debugaJRmA,7,glare,flare,TIME,5,10.712,1.0672186279252092,0.1970873453896491,3,2,0.983534723821515,0.19360871943193528,1.0672186279252092,0.0,0.9448000000000001,0.9836,0.906,0.87013128253556,26
debug0mas4:debugaJRmA,8,glare,blare,TIME,5,6.145,0.1970873453896491,0.0,2,1,0.19708734538964912,0.042081024565402886,0.19708734538964912,0.0,0.8932427029188325,1.0,0.7864854058376649,0.1970873453896491,46
debug0mas4:debugaJRmA,9,glare,glare,TIME,5,10.936,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1
debug1NRzV:debug9uPRg,1,sugar,water,GUESS,0,5.736000000000001,9.538495049095683,3.2850036832178873,12972,58,4.712544278695176,3.8860182260625615,5.16035949195254,1.4650839275157863,0.9558,0.956,0.9556,6.253491365877796,16
debug1NRzV:debug9uPRg,2,sugar,grate,GUESS,0,74.421,3.2850036832178873,0.715869766953138,58,5,1.849747432680486,1.9181051602163575,3.0388783315272225,0.0,0.3902439024390244,0.3902439024390244,0.3902439024390244,2.5691339162647493,2
debug1NRzV:debug9uPRg,3,sugar,sugar,GUESS,0,229.59799999999998,0.715869766953138,0.0,5,1,0.6877442851607711,0.5062443687789134,0.715869766953138,0.0,0.7852,0.798,0.7724,0.715869766953138,6
