uniqueid,guess_number,word,guess,condition,trial,time_elapsed,prev_exp,w_remain_prev,w_remain_post,h_info_gain,m_info_gain,n_sample_guess,r_info_gain,losses,random_losses,sample_guess_lambda
debug0mas4:debugaJRmA,2,snore,siren,TIME,1,21.079,10.0,10,1,0.64,0.7884,1788.32,0.4820000000000001,0.022022559999999993,0.024963999999999976,0.0001
debug0mas4:debugaJRmA,3,snore,sneer,TIME,1,26.165,10.0,1,1,0.0,0.72,2030.0,0.0,0.5184,0.0,0.0001
debug0mas4:debugaJRmA,4,snore,snore,TIME,1,16.727999999999998,10.0,1,1,1.0,0.56,1866.0,0.0,0.19359999999999997,1.0,0.0001
debug0mas4:debugaJRmA,1,smile,arise,TIME,2,5.291,10.0,2317,15,0.9425,0.9288,1363.32,0.882875,0.00018769000000000123,0.0035551406250000045,0.0001
debug0mas4:debugaJRmA,2,smile,today,TIME,2,14.369000000000002,10.0,15,10,0.4311111111111111,0.8624000000000003,1793.36,0.551111111111111,0.18601010567901258,0.014399999999999972,0.0001
debug0mas4:debugaJRmA,3,smile,shire,TIME,2,22.968000000000004,10.0,10,9,0.3400000000000001,0.8291999999999998,1855.2,0.32200000000000006,0.23931663999999975,0.00032400000000000056,0.0001
debug0mas4:debugaJRmA,4,smile,spire,TIME,2,16.831,10.0,9,5,0.5925925925925926,0.8390123456790124,1856.68,0.41893004115226334,0.060722694711172115,0.03015868177276499,0.0001
debug0mas4:debugaJRmA,5,smile,slice,TIME,2,11.600999999999999,10.0,5,1,0.76,0.7568,1831.4,0.3546666666666667,1.0239999999999877e-05,0.16429511111111111,0.0001
debug0mas4:debugaJRmA,6,smile,smile,TIME,2,17.058,10.0,1,1,1.0,0.76,2071.0,0.0,0.0576,1.0,0.0001
debug0mas4:debugaJRmA,1,early,arise,TIME,3,8.078,10.0,2317,61,0.9575,0.930775,1393.6,0.897,0.000714225625,0.00366025,0.0001
debug0mas4:debugaJRmA,2,early,earns,TIME,3,17.688,10.0,61,2,0.60375,0.8552000000000001,1640.76,0.6688749999999999,0.06322710250000003,0.004241265624999984,0.0001
debug0mas4:debugaJRmA,3,early,earth,TIME,3,14.697000000000001,10.0,2,1,0.75,0.68,1992.88,0.4,0.004899999999999993,0.12249999999999998,0.0001
debug0mas4:debugaJRmA,4,early,earls,TIME,3,23.039,10.0,1,1,0.0,0.64,1948.0,0.0,0.4096,0.0,0.0001
debug0mas4:debugaJRmA,5,early,early,TIME,3,16.058,10.0,1,1,1.0,0.68,1948.0,0.0,0.10239999999999996,1.0,0.0001
debug0mas4:debugaJRmA,1,acorn,arise,TIME,4,5.377000000000001,10.0,2317,14,0.94875,0.9155249999999999,1412.28,0.8701666666666666,0.001103900625000004,0.006175340277777779,0.0001
debug0mas4:debugaJRmA,2,acorn,allow,TIME,4,13.793,10.0,14,5,0.7448979591836735,0.8940816326530612,1601.76,0.6394557823129251,0.02225576842982088,0.011118052663242192,0.0001
debug0mas4:debugaJRmA,3,acorn,adore,TIME,4,45.935,10.0,5,3,0.64,0.7296,1754.24,0.4693333333333334,0.008028160000000003,0.0291271111111111,0.0001
debug0mas4:debugaJRmA,4,acorn,acorn,TIME,4,12.137,10.0,3,1,0.7777777777777778,0.6133333333333334,1718.88,0.2814814814814815,0.02704197530864196,0.24631001371742112,0.0001
debug0mas4:debugaJRmA,1,glare,arise,TIME,5,6.08,10.0,2317,8,0.96,0.920475,1393.08,0.8964166666666665,0.0015622256249999938,0.004042840277777791,0.0001
debug0mas4:debugaJRmA,2,glare,today,TIME,5,16.8,10.0,8,8,0.0,0.845625,1700.52,0.4895833333333333,0.7150816406249999,0.23969184027777776,0.0001
debug0mas4:debugaJRmA,3,glare,panda,TIME,5,11.79,10.0,8,3,0.609375,0.83875,1789.68,0.484375,0.052612890625,0.015625,0.0001
debug0mas4:debugaJRmA,4,glare,chalk,TIME,5,27.002,10.0,3,3,0.0,0.528888888888889,1998.92,0.16296296296296298,0.27972345679012356,0.026556927297668044,0.0001
debug0mas4:debugaJRmA,5,glare,leary,TIME,5,37.745,10.0,3,3,0.0,0.5511111111111111,2100.72,0.2074074074074074,0.30372345679012347,0.04301783264746228,0.0001
debug0mas4:debugaJRmA,6,glare,share,TIME,5,14.91,10.0,3,3,0.0,0.5377777777777778,1991.8,0.05185185185185185,0.289204938271605,0.0026886145404663923,0.0001
debug0mas4:debugaJRmA,7,glare,flare,TIME,5,10.712,10.0,3,2,1.0,0.6044444444444445,1957.6,0.11851851851851852,0.15646419753086419,0.7770096021947874,0.0001
debug0mas4:debugaJRmA,8,glare,blare,TIME,5,6.145,10.0,2,1,0.75,0.67,2110.52,0.16666666666666666,0.006399999999999993,0.34027777777777785,0.0001
debug0mas4:debugaJRmA,9,glare,glare,TIME,5,10.936,10.0,1,1,1.0,0.6,1907.0,0.0,0.16000000000000003,1.0,0.0001
debug1NRzV:debug9uPRg,1,sugar,water,GUESS,0,5.736000000000001,10.0,2317,17,0.931875,0.9273999999999998,1394.08,0.8807083333333332,2.002562500000205e-05,0.002618027777777792,0.0001
debug1NRzV:debug9uPRg,2,sugar,grate,GUESS,0,74.421,10.0,17,3,0.726643598615917,0.8658823529411765,1602.08,0.6830449826989619,0.01938743070604999,0.0019008393098741733,0.0001
debug1NRzV:debug9uPRg,3,sugar,sugar,GUESS,0,229.59799999999998,10.0,3,1,0.8888888888888888,0.7422222222222223,1985.64,0.34814814814814815,0.02151111111111106,0.292400548696845,0.0001
debug1NRzV:debug9uPRg,1,deals,draft,GUESS,1,7.888999999999999,10.0,2317,1,0.885625,0.92285,1428.84,0.8291249999999999,0.0013857006249999965,0.003192250000000012,0.0001
debug1NRzV:debug9uPRg,2,deals,deads,GUESS,1,24.808000000000003,10.0,1,1,0.0,0.56,1866.0,0.0,0.31360000000000005,0.0,0.0001
debug1NRzV:debug9uPRg,3,deals,deads,GUESS,1,25.752,10.0,1,1,0.0,0.56,1866.0,0.0,0.31360000000000005,0.0,0.0001
debug1NRzV:debug9uPRg,4,deals,deans,GUESS,1,9.431000000000001,10.0,1,1,0.0,0.52,1825.0,0.0,0.27040000000000003,0.0,0.0001
debug1NRzV:debug9uPRg,5,deals,deals,GUESS,1,20.029,10.0,1,1,1.0,0.48,1784.0,0.0,0.27040000000000003,1.0,0.0001
debug1NRzV:debug9uPRg,1,shaft,water,GUESS,2,11.35,10.0,2317,54,0.930625,0.909825,1421.24,0.8751249999999999,0.0004326400000000017,0.003080250000000012,0.0001
debug1NRzV:debug9uPRg,2,shaft,maids,GUESS,2,15.706,10.0,54,18,0.774375,0.9222499999999999,1545.92,0.7178333333333333,0.02186701562499996,0.0031969600694444497,0.0001
debug1NRzV:debug9uPRg,3,shaft,stall,GUESS,2,172.013,10.0,18,2,0.8827160493827161,0.8975308641975309,1731.8,0.5736625514403292,0.00021947873799725714,0.09551406459042494,0.0001
debug1NRzV:debug9uPRg,4,shaft,spats,GUESS,2,34.728,10.0,2,2,0.0,0.72,1922.64,0.3,0.5184,0.09,0.0001
debug1NRzV:debug9uPRg,5,shaft,scant,GUESS,2,53.558,10.0,2,1,0.75,0.76,2003.16,0.2,0.00010000000000000018,0.30250000000000005,0.0001
debug1NRzV:debug9uPRg,6,shaft,short,GUESS,2,534.388,10.0,1,1,0.0,0.52,1825.0,0.0,0.27040000000000003,0.0,0.0001
debug1NRzV:debug9uPRg,7,shaft,shaft,GUESS,2,43.403999999999996,10.0,1,1,1.0,0.64,1948.0,0.0,0.1296,1.0,0.0001
debug1NRzV:debug9uPRg,1,smile,irate,GUESS,3,72.50399999999999,10.0,2317,53,0.938125,0.9152749999999998,1420.28,0.8529583333333334,0.0005221225000000068,0.007253361111111102,0.0001
debug1NRzV:debug9uPRg,2,smile,mound,GUESS,3,20.659000000000002,10.0,53,3,0.855625,0.8976500000000001,1546.6,0.584,0.0017661006250000075,0.073780140625,0.0001
debug1NRzV:debug9uPRg,3,smile,limes,GUESS,3,10.198,10.0,3,2,0.33333333333333337,0.768888888888889,1951.72,0.30370370370370375,0.18970864197530868,0.0008779149519890253,0.0001
debug1NRzV:debug9uPRg,4,smile,slime,GUESS,3,8.849,10.0,2,1,1.0,0.71,2151.72,0.0,0.08410000000000002,1.0,0.0001
debug1NRzV:debug9uPRg,5,smile,smile,GUESS,3,13.112,10.0,1,1,1.0,0.64,1948.0,0.0,0.1296,1.0,0.0001
debug1NRzV:debug9uPRg,1,glare,brain,GUESS,4,5.502999999999999,10.0,2317,42,0.91875,0.9284749999999999,1397.52,0.8787083333333333,9.457562499999968e-05,0.0016033350694444424,0.0001
debug1NRzV:debug9uPRg,2,glare,heard,GUESS,4,35.154,10.0,42,6,0.819375,0.8833500000000001,1604.36,0.7149166666666669,0.004092800625000015,0.010911543402777729,0.0001
debug1NRzV:debug9uPRg,3,glare,guard,GUESS,4,97.42200000000001,10.0,6,1,0.2777777777777778,0.67,1773.04,0.42037037037037034,0.1538382716049383,0.02033264746227708,0.0001
debug1NRzV:debug9uPRg,4,glare,glare,GUESS,4,14.218,10.0,1,1,1.0,0.72,2030.0,0.0,0.07840000000000001,1.0,0.0001
debug1NRzV:debug9uPRg,1,acorn,mount,GUESS,5,6.944,10.0,2317,56,0.879375,0.92625,1406.44,0.9092083333333332,0.002197265625,0.0008900277777777673,0.0001
debug1NRzV:debug9uPRg,2,acorn,brown,GUESS,5,11.800999999999998,10.0,56,4,0.923125,0.89735,1541.64,0.746125,0.0006643506249999996,0.031328999999999975,0.0001
debug1NRzV:debug9uPRg,3,acorn,reads,GUESS,5,279.244,10.0,4,1,0.5,0.8025,1818.56,0.5041666666666667,0.09150625,1.736111111111099e-05,0.0001
debug1NRzV:debug9uPRg,4,acorn,acorn,GUESS,5,33.137,10.0,1,1,1.0,0.6,1907.0,0.0,0.16000000000000003,1.0,0.0001
debug1c0EV:debug3VVrG,1,adapt,cares,TIME,0,7.263999999999999,1.0,2317,108,0.9475,0.922675,342.0,0.8807500000000001,0.0006162806249999993,0.004455562499999982,0.0005
debug1c0EV:debug3VVrG,2,adapt,loved,TIME,0,28.288,1.0,108,4,0.836875,0.9235500000000001,389.2,0.6518333333333334,0.00751255562500001,0.03424041840277778,0.0005
debug1c0EV:debug3VVrG,3,adapt,dwarf,TIME,0,26.451,1.0,4,1,0.625,0.7425,430.8,0.45,0.013806250000000011,0.030624999999999996,0.0005
debug1c0EV:debug3VVrG,4,adapt,guard,TIME,0,31.845,1.0,1,1,0.0,0.2,379.96,0.0,0.04000000000000001,0.0,0.0005
debug1c0EV:debug3VVrG,5,adapt,toads,TIME,0,41.049,1.0,1,1,0.0,0.04,329.52,0.0,0.0016,0.0,0.0005
debug1c0EV:debug3VVrG,6,adapt,dealt,TIME,0,23.784000000000002,1.0,1,1,0.0,0.08,345.2,0.0,0.0064,0.0,0.0005
debug1c0EV:debug3VVrG,7,adapt,stand,TIME,0,18.024,1.0,1,1,0.0,0.08,344.04,0.0,0.0064,0.0,0.0005
debug1c0EV:debug3VVrG,8,adapt,trade,TIME,0,17.137999999999998,1.0,1,1,0.0,0.08,340.8,0.0,0.0064,0.0,0.0005
debug1c0EV:debug3VVrG,9,adapt,death,TIME,0,21.52,1.0,1,1,0.0,0.16,367.24,0.0,0.0256,0.0,0.0005
debug1c0EV:debug3VVrG,10,adapt,staid,TIME,0,32.279,1.0,1,1,0.0,0.12,358.52,0.0,0.0144,0.0,0.0005
debug1c0EV:debug3VVrG,11,adapt,doats,TIME,0,79.23,1.0,1,1,0.0,0.08,341.04,0.0,0.0064,0.0,0.0005
